Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
125,125,125,125,125,CUST0126,26-29,0,38582-47865,whatsapp,Retention,8011.173371572669,0.09276318043960517,0.16990179729175736,23,8.664150760748527,1.8970250511543925,86,10-11,7,5-9,3606,isConfid,isConfid,1
126,126,126,126,126,CUST0127,50-53,0,38582-47865,outlook,Conversion,5311.80321953046,0.26471865315607224,0.1570506118276148,44,2.615824143859816,3.3703106421987052,4,8-9,9,0-4,4652,isConfid,isConfid,1
127,127,127,127,127,CUST0128,50-53,1,103570-112853,blog,Consideration,5730.133813985835,0.03443697556962291,0.03599254584806049,0,8.854681754498673,8.505996292517816,58,2-3,4,5-9,2863,isConfid,isConfid,1
128,128,128,128,128,CUST0129,62-65,1,29298-38581,duckduckgo,Awareness,8223.34420388231,0.06606066811826283,0.060674034508659096,24,5.945428734499772,2.3743334419647444,69,6-7,8,0-4,596,isConfid,isConfid,1
129,129,129,129,129,CUST0130,38-41,1,29298-38581,instagram,Consideration,5383.46733733177,0.29568709219632894,0.13226461745979606,33,7.138347607894434,14.15706479844803,21,18-19,7,5-9,1084,isConfid,isConfid,1
130,130,130,130,130,CUST0131,38-41,0,85002-94285,online directory,Conversion,6111.147002738581,0.05285231467117732,0.19316507799648303,13,5.134687608072385,3.5617356538556573,27,18-19,6,5-9,2530,isConfid,isConfid,1
131,131,131,131,131,CUST0132,54-57,0,122138-131421,twitter,Conversion,5070.1587951600895,0.2645479065372091,0.08067731894125847,35,9.371455479509967,12.254385057943425,53,4-5,6,0-4,3755,isConfid,isConfid,1
132,132,132,132,132,CUST0133,50-53,1,85002-94285,twitter ads,Conversion,8936.735417327149,0.22031553102795812,0.053995904056571016,5,2.9286173700448077,12.39982237971825,18,10-11,2,0-4,458,isConfid,isConfid,1
133,133,133,133,133,CUST0134,58-61,0,66434-75717,outlook,Conversion,2345.46256252326,0.02560243200886148,0.1775197010436629,44,6.438106918752365,2.3057465045682743,13,10-11,5,5-9,40,isConfid,isConfid,1
134,134,134,134,134,CUST0135,54-57,1,112854-122137,protonmail,Awareness,2666.504824398525,0.14800814583434282,0.04623988578186165,8,1.4762436035332849,10.850604455864454,47,18-19,5,5-9,2601,isConfid,isConfid,1
135,135,135,135,135,CUST0136,38-41,0,112854-122137,partner site,Retention,1413.4026261111896,0.1574718232973931,0.14479953490665887,47,5.443332939462745,12.604265934573514,6,10-11,4,0-4,819,isConfid,isConfid,1
136,136,136,136,136,CUST0137,42-45,0,47866-57149,bing ads,Conversion,8435.896864433062,0.2850780782198122,0.017946644187146366,0,9.501507917116284,13.418009452586407,78,4-5,1,0-4,3124,isConfid,isConfid,1
137,137,137,137,137,CUST0138,50-53,1,57150-66433,google,Consideration,4006.800398964857,0.12716207105398689,0.020593837898234102,8,1.729487618889137,14.593783756624507,31,6-7,9,5-9,3120,isConfid,isConfid,1
138,138,138,138,138,CUST0139,18-21,0,85002-94285,google ads,Awareness,3525.892863587403,0.1367932517856915,0.09729906020363965,23,5.6903030966137065,13.894591191943483,21,12-13,6,5-9,189,isConfid,isConfid,1
139,139,139,139,139,CUST0140,50-53,0,66434-75717,twitter ads,Awareness,9646.363849264542,0.037123293506852006,0.13499557346488103,38,6.645009802217686,5.13554729712609,45,14-15,4,5-9,2995,isConfid,isConfid,1
140,140,140,140,140,CUST0141,54-57,0,38582-47865,google,Awareness,9391.860006337833,0.1981050961195821,0.03522126013529555,17,9.633468488481183,4.05336776514646,84,0-1,1,5-9,2856,isConfid,isConfid,1
141,141,141,141,141,CUST0142,62-65,0,103570-112853,bing,Consideration,9565.036502843624,0.07227871181599038,0.15423720643046473,47,3.5779383354874206,6.153379419911411,82,4-5,3,0-4,2962,isConfid,isConfid,1
142,142,142,142,142,CUST0143,30-33,0,75718-85001,bing ads,Retention,1372.2988549626914,0.03128080809078939,0.034226584244136965,38,5.427783569190807,7.378977325546037,12,18-19,0,0-4,1913,isConfid,isConfid,0
143,143,143,143,143,CUST0144,18-21,1,38582-47865,facebook,Consideration,8640.283410589356,0.2942718595200598,0.11232954346377236,17,9.968090157338848,4.339916902307226,21,0-1,7,5-9,1910,isConfid,isConfid,1
144,144,144,144,144,CUST0145,18-21,0,112854-122137,facebook,Consideration,3127.2800898579867,0.08432811294396922,0.06686739250142579,40,7.927043744140575,1.7650555685164604,9,14-15,4,0-4,318,isConfid,isConfid,0
145,145,145,145,145,CUST0146,22-25,0,103570-112853,twitter ads,Consideration,271.9842692495566,0.04810410562342801,0.15586042642654035,27,8.426087826591038,9.84459826887986,43,0-1,7,5-9,4579,isConfid,isConfid,1
146,146,146,146,146,CUST0147,42-45,0,131422-140705,tiktok,Conversion,4072.1933490268502,0.21157597413192575,0.15878806906109083,1,7.923617187999422,2.9045127769387964,23,10-11,0,5-9,4662,isConfid,isConfid,1
147,147,147,147,147,CUST0148,30-33,1,122138-131421,yahoo,Conversion,5231.983688150369,0.24175757566247727,0.01968954657001172,36,5.530920500480405,13.60279584396748,58,6-7,7,5-9,3096,isConfid,isConfid,1
148,148,148,148,148,CUST0149,54-57,1,66434-75717,duckduckgo,Consideration,1056.795416170743,0.025111639713146207,0.049461967471430286,40,5.064318980735452,4.800287950536361,61,8-9,4,5-9,2876,isConfid,isConfid,1
149,149,149,149,149,CUST0150,42-45,1,38582-47865,instagram,Consideration,5563.230245064389,0.03168213773949964,0.18078142698688002,35,3.252867583217624,3.182036782924453,71,14-15,6,5-9,252,isConfid,isConfid,1
150,150,150,150,150,CUST0151,26-29,1,94286-103569,baidu,Conversion,8150.955728822797,0.03179962891516627,0.09252333169575604,47,5.32874972735444,3.7401840896691634,71,4-5,2,0-4,4,isConfid,isConfid,1
151,151,151,151,151,CUST0152,30-33,1,29298-38581,protonmail,Conversion,3984.1620838571616,0.019446513871438982,0.10115369694822847,23,1.172517237838305,4.984934463408903,54,8-9,2,0-4,3395,isConfid,isConfid,0
152,152,152,152,152,CUST0153,30-33,0,29298-38581,bing,Retention,3428.6230965860022,0.20526522884335532,0.04062790913749836,34,1.824175357294691,9.322069655881362,48,2-3,8,5-9,2692,isConfid,isConfid,1
153,153,153,153,153,CUST0154,42-45,1,47866-57149,linkedin ads,Consideration,3656.611073889691,0.1813502384385697,0.19649655733277596,5,3.459662780370438,14.410228741103698,49,8-9,6,5-9,3824,isConfid,isConfid,1
154,154,154,154,154,CUST0155,58-61,1,66434-75717,news portal,Awareness,9390.739225897414,0.2058260824472068,0.1882362970415412,16,4.095127541230789,8.006263986842384,18,2-3,5,5-9,399,isConfid,isConfid,1
155,155,155,155,155,CUST0156,30-33,0,38582-47865,instagram,Retention,441.5878440454916,0.15199265825648403,0.006351176465097684,29,7.2996418159234535,9.258425081229317,81,4-5,3,5-9,858,isConfid,isConfid,1
156,156,156,156,156,CUST0157,66-69,1,47866-57149,whatsapp,Awareness,4400.133820558368,0.24090567168022023,0.11511506800007407,7,2.590831882852599,12.524530933392363,57,18-19,4,0-4,2699,isConfid,isConfid,1
157,157,157,157,157,CUST0158,46-49,1,38582-47865,baidu,Retention,2907.7053944411673,0.16033278785463773,0.18033519914744986,41,7.993593658513907,5.566375728746137,96,12-13,7,5-9,4216,isConfid,isConfid,1
158,158,158,158,158,CUST0159,54-57,1,29298-38581,baidu,Consideration,9017.181182545553,0.27513567695941044,0.09214199794032729,9,8.370114957839167,2.863775427027572,47,10-11,0,5-9,2497,isConfid,isConfid,1
159,159,159,159,159,CUST0160,66-69,1,38582-47865,online directory,Awareness,954.7147358004685,0.1494340730772046,0.088652198755716,15,6.3645542834601,6.842216428365395,92,10-11,1,5-9,2503,isConfid,isConfid,1
160,160,160,160,160,CUST0161,66-69,0,140706-149989,partner site,Conversion,4206.164782877156,0.23621932278294552,0.08321730779255115,37,5.1925017005627865,5.5694194564203645,95,12-13,2,5-9,2986,isConfid,isConfid,1
161,161,161,161,161,CUST0162,46-49,1,131422-140705,twitter ads,Retention,4107.687840901271,0.12265800238190266,0.020618869830782684,25,5.321171220403605,12.768218107716587,71,12-13,4,5-9,225,isConfid,isConfid,1
162,162,162,162,162,CUST0163,18-21,0,103570-112853,zoho,Awareness,8835.9918002324,0.13233755327306937,0.1613701427322973,30,4.831027598329165,14.382905154483339,95,2-3,7,5-9,3180,isConfid,isConfid,1
163,163,163,163,163,CUST0164,46-49,0,85002-94285,google ads,Retention,2120.0875666168345,0.2508007149903721,0.09532298595152762,7,1.6123870794714685,10.493531734728611,11,12-13,4,5-9,3224,isConfid,isConfid,1
164,164,164,164,164,CUST0165,54-57,0,38582-47865,tiktok,Consideration,6317.496753269208,0.0439460852748381,0.10429972674555692,34,6.828704196537501,10.129219603119745,85,4-5,4,5-9,4269,isConfid,isConfid,1
165,165,165,165,165,CUST0166,38-41,0,38582-47865,yahoo,Awareness,1396.0962001101536,0.1758661400878605,0.061578643535701034,33,5.9742758270768395,10.893257615062906,19,8-9,5,0-4,1775,isConfid,isConfid,1
166,166,166,166,166,CUST0167,54-57,0,103570-112853,bing ads,Awareness,9669.321347491612,0.2200731871875464,0.15359073010358779,9,1.040064979893392,7.33518763308496,44,0-1,8,0-4,4941,isConfid,isConfid,1
167,167,167,167,167,CUST0168,62-65,0,131422-140705,baidu,Awareness,6197.44609193558,0.22919539990639012,0.1595482628748229,39,2.6585439361653838,9.633696431245209,25,10-11,8,5-9,927,isConfid,isConfid,1
168,168,168,168,168,CUST0169,30-33,1,29298-38581,bing,Retention,6366.217197129366,0.18297500269666697,0.10976867294315196,43,4.914998284701203,1.3138696772689982,80,16-17,8,5-9,412,isConfid,isConfid,1
169,169,169,169,169,CUST0170,58-61,1,20014-29297,facebook ads,Conversion,4055.410740144986,0.139672163675289,0.17961462196249975,11,9.037183710824205,7.906403591724731,97,0-1,4,0-4,3631,isConfid,isConfid,1
170,170,170,170,170,CUST0171,46-49,0,47866-57149,twitter ads,Conversion,3501.4529289987013,0.09105219264908154,0.031779175458469824,40,9.970443748079704,5.441437478156814,30,18-19,5,5-9,3666,isConfid,isConfid,1
171,171,171,171,171,CUST0172,50-53,1,122138-131421,partner site,Conversion,2460.3210846116135,0.2754116848139586,0.15969954642957093,26,7.8639599533877105,1.207140713914871,81,4-5,6,0-4,3396,isConfid,isConfid,1
172,172,172,172,172,CUST0173,30-33,1,29298-38581,gmail,Consideration,6014.147280377736,0.11363701788157299,0.11573207975779137,18,7.584889502227278,8.567771690939884,58,10-11,2,0-4,3426,isConfid,isConfid,1
173,173,173,173,173,CUST0174,46-49,0,38582-47865,online directory,Awareness,9335.846153919703,0.250199912216115,0.05328314153107641,25,4.9230044607610015,5.679089840558005,2,10-11,0,0-4,3060,isConfid,isConfid,1
174,174,174,174,174,CUST0175,22-25,0,20014-29297,gmail,Conversion,3715.0351500558922,0.024836834262267897,0.03183685444240554,14,5.948709534342795,9.021867575821588,17,10-11,1,5-9,3550,isConfid,isConfid,1
175,175,175,175,175,CUST0176,66-69,1,57150-66433,google ads,Conversion,8828.311413241645,0.07749215050754128,0.06625788559100115,30,3.1096945496784176,7.9762663395480775,83,14-15,3,5-9,3789,isConfid,isConfid,1
176,176,176,176,176,CUST0177,38-41,0,20014-29297,gmail,Awareness,1706.5354722523318,0.10431903855200021,0.1704391501539916,45,7.526473636592638,4.601010782666323,20,16-17,8,0-4,2545,isConfid,isConfid,1
177,177,177,177,177,CUST0178,42-45,1,112854-122137,whatsapp,Consideration,9543.955013360423,0.21057677118972207,0.16293340622176436,36,1.511961822752377,8.403343525284628,56,2-3,0,5-9,3047,isConfid,isConfid,1
178,178,178,178,178,CUST0179,18-21,0,85002-94285,blog,Retention,3500.356503425486,0.10055890614590206,0.13347957671770722,17,4.797377841730459,5.986625953455262,98,10-11,5,5-9,1407,isConfid,isConfid,1
179,179,179,179,179,CUST0180,58-61,1,29298-38581,blog,Retention,3757.2004091548474,0.02780836886370905,0.026581049357193895,28,8.582940289781995,13.985498460715023,41,16-17,3,0-4,409,isConfid,isConfid,1
180,180,180,180,180,CUST0181,62-65,1,38582-47865,news portal,Retention,4695.094743347762,0.06052750533531235,0.19202778462519768,43,9.543617337413716,6.0335975008562714,61,0-1,5,0-4,3031,isConfid,isConfid,1
181,181,181,181,181,CUST0182,22-25,0,57150-66433,yahoo,Awareness,7141.680246980258,0.08675882115229168,0.06489664139857514,26,7.356874331300654,0.8478634435162549,29,14-15,1,5-9,126,isConfid,isConfid,1
182,182,182,182,182,CUST0183,42-45,0,29298-38581,bing,Consideration,7185.129800162878,0.06031450198662072,0.12635246371755046,37,2.7542048279155074,11.556067160254976,60,8-9,1,5-9,315,isConfid,isConfid,1
183,183,183,183,183,CUST0184,42-45,0,57150-66433,linkedin ads,Awareness,4724.605445497928,0.06245426548668864,0.16144286590633597,19,6.16073657063788,14.403040952688993,35,16-17,6,0-4,1148,isConfid,isConfid,1
184,184,184,184,184,CUST0185,58-61,0,131422-140705,bing ads,Retention,5352.977114222206,0.23180585884218036,0.03834957256048438,20,6.033656266018309,2.888236802298759,54,0-1,4,5-9,2248,isConfid,isConfid,1
185,185,185,185,185,CUST0186,58-61,1,103570-112853,google,Conversion,309.78737552316545,0.12496762099428348,0.13805204279707567,28,9.829257063007637,14.94095648445314,3,4-5,5,5-9,3438,isConfid,isConfid,1
186,186,186,186,186,CUST0187,34-37,0,29298-38581,news portal,Conversion,2877.4521432019537,0.12956547905993418,0.01883785623609638,42,8.57516930648814,9.169112403349368,14,0-1,3,0-4,4419,isConfid,isConfid,1
187,187,187,187,187,CUST0188,46-49,1,131422-140705,google,Conversion,3831.3919118290964,0.2859876036486442,0.02661280494165077,14,1.494868784464655,12.595336636356091,70,4-5,0,0-4,855,isConfid,isConfid,0
188,188,188,188,188,CUST0189,26-29,1,20014-29297,gmail,Retention,5684.881002781056,0.13510903878650293,0.1522636420883811,21,3.1716854109848773,7.233921075891471,95,2-3,7,5-9,1886,isConfid,isConfid,1
189,189,189,189,189,CUST0190,42-45,1,66434-75717,online directory,Consideration,5660.384785927674,0.2859916348949512,0.04093493747420298,22,8.611401331135612,9.382084792072737,96,4-5,0,0-4,4203,isConfid,isConfid,1
190,190,190,190,190,CUST0191,42-45,0,20014-29297,bing,Retention,7264.689522241689,0.09481810779907714,0.0910367919684995,3,9.617678913661068,12.705868431174672,56,6-7,7,0-4,1278,isConfid,isConfid,1
191,191,191,191,191,CUST0192,54-57,0,131422-140705,google ads,Awareness,7379.709395198025,0.120311941435652,0.05771101695508455,23,3.445309442368972,15.201200023350095,62,4-5,0,0-4,3056,isConfid,isConfid,1
192,192,192,192,192,CUST0193,50-53,0,85002-94285,baidu,Consideration,2408.918812090449,0.12949402884521166,0.08964044936744055,13,7.199172763858381,3.106366805821103,76,10-11,9,5-9,1032,isConfid,isConfid,1
193,193,193,193,193,CUST0194,18-21,0,131422-140705,tiktok,Conversion,7639.026642943158,0.1710589087839885,0.024548636257603257,36,3.8058210839817144,13.871338685283968,63,10-11,9,0-4,1552,isConfid,isConfid,1
194,194,194,194,194,CUST0195,42-45,1,103570-112853,yahoo,Consideration,433.8112033027604,0.1764967682370043,0.15352818920495165,20,1.3854120302504704,9.964854874318185,16,10-11,3,0-4,1529,isConfid,isConfid,1
195,195,195,195,195,CUST0196,66-69,0,94286-103569,blog,Consideration,6679.683943976639,0.08570053611053555,0.025269740447875878,42,8.447558956472943,14.48347635173131,52,6-7,5,0-4,50,isConfid,isConfid,1
196,196,196,196,196,CUST0197,30-33,0,75718-85001,baidu,Retention,1161.2074015078165,0.23679696269696662,0.17010866953131742,38,7.536113393204183,5.141042758843014,39,4-5,0,0-4,844,isConfid,isConfid,0
197,197,197,197,197,CUST0198,58-61,1,112854-122137,google ads,Consideration,7450.678093929725,0.15800097026395682,0.13876350364060297,12,1.523529216647861,3.8763644721239285,69,14-15,8,0-4,523,isConfid,isConfid,1
198,198,198,198,198,CUST0199,18-21,0,38582-47865,yahoo,Retention,5359.984284322316,0.01606097678149138,0.08546863648037252,18,2.554688997685996,5.487314604905157,49,18-19,6,0-4,882,isConfid,isConfid,1
199,199,199,199,199,CUST0200,54-57,1,29298-38581,facebook,Awareness,4432.2360187201375,0.18432322722656516,0.17352762506825964,25,10.133620426846953,13.254167320194568,67,18-19,0,0-4,2141,isConfid,isConfid,1
200,200,200,200,200,CUST0201,22-25,0,57150-66433,blog,Consideration,6966.222340244426,0.24019666546002197,0.04682482484918282,35,6.718110288300401,7.7433758746075245,14,2-3,9,5-9,3012,isConfid,isConfid,1
201,201,201,201,201,CUST0202,22-25,0,85002-94285,linkedin ads,Consideration,452.7010082863681,0.0783660987898243,0.06164989916189182,43,8.302295649740554,14.270920463374948,71,6-7,1,0-4,1764,isConfid,isConfid,1
202,202,202,202,202,CUST0203,42-45,0,47866-57149,twitter,Consideration,2164.813935585024,0.017541824229783086,0.03531367745545597,45,4.447584507094716,4.228988557738459,33,12-13,4,5-9,2956,isConfid,isConfid,1
203,203,203,203,203,CUST0204,26-29,1,75718-85001,bing,Conversion,6126.178081778676,0.24284915364857723,0.08372130130964739,32,5.730264136285579,3.6562524546641977,29,8-9,2,0-4,1014,isConfid,isConfid,1
204,204,204,204,204,CUST0205,54-57,1,85002-94285,facebook,Retention,8441.646599356312,0.2949321914103612,0.20054193583121369,39,6.304996389740277,10.138779046700789,86,6-7,0,5-9,780,isConfid,isConfid,1
205,205,205,205,205,CUST0206,50-53,1,20014-29297,yahoo,Retention,3703.1186488725616,0.03650028344241062,0.037557233505974646,15,8.242432242196031,4.878341877942792,72,8-9,4,5-9,155,isConfid,isConfid,0
206,206,206,206,206,CUST0207,66-69,1,57150-66433,facebook,Conversion,2421.572835359835,0.2810682971729942,0.16852708226090377,18,4.000851621274807,2.049534092921389,23,12-13,7,0-4,4216,isConfid,isConfid,1
207,207,207,207,207,CUST0208,58-61,1,85002-94285,twitter,Retention,5104.501077662726,0.11322730322386536,0.13477386539171385,36,7.140780144395447,6.048626328132795,7,2-3,0,5-9,4398,isConfid,isConfid,1
208,208,208,208,208,CUST0209,58-61,0,20014-29297,bing,Awareness,6309.423804303619,0.2878549594258125,0.0073707996582252,13,7.964593788055556,4.3486646239588,56,2-3,5,5-9,446,isConfid,isConfid,1
209,209,209,209,209,CUST0210,38-41,0,94286-103569,google,Conversion,4314.55384332874,0.20117177844092476,0.191535742894178,43,8.203792617049874,6.55201906749802,69,14-15,0,0-4,3419,isConfid,isConfid,1
210,210,210,210,210,CUST0211,30-33,0,122138-131421,online directory,Retention,9052.068556539327,0.26767267439990244,0.19515176376076723,43,5.105899357000995,3.501106782252609,24,2-3,7,5-9,1404,isConfid,isConfid,1
211,211,211,211,211,CUST0212,46-49,0,20014-29297,bing,Awareness,5328.109532369381,0.23322149906981313,0.1882897617553937,29,5.514484411759499,14.262979402016908,76,8-9,4,5-9,3153,isConfid,isConfid,1
212,212,212,212,212,CUST0213,46-49,1,47866-57149,facebook,Retention,374.49766492587344,0.020428135210781365,0.10690342739295515,30,1.873105562872373,12.585718415724306,33,18-19,2,0-4,2301,isConfid,isConfid,0
213,213,213,213,213,CUST0214,38-41,0,66434-75717,yahoo,Conversion,2320.2835415351046,0.036021222325519534,0.04615018675651705,19,5.495283673835226,12.588964783877582,24,10-11,7,0-4,1720,isConfid,isConfid,1
214,214,214,214,214,CUST0215,58-61,1,20014-29297,yahoo,Retention,4433.4021605979915,0.16741889853963532,0.08615295504405757,43,7.391759592031172,4.464316614844492,17,4-5,9,5-9,2906,isConfid,isConfid,1
215,215,215,215,215,CUST0216,66-69,0,131422-140705,partner site,Awareness,6981.68088471962,0.04319381844996057,0.1262532042266015,42,9.253886199088496,13.026988290766349,72,2-3,7,5-9,2689,isConfid,isConfid,1
216,216,216,216,216,CUST0217,66-69,0,94286-103569,news portal,Awareness,2230.895760713651,0.1429058513732353,0.08212394022332231,46,2.2011293783254655,8.911615056989957,96,12-13,2,0-4,4126,isConfid,isConfid,1
217,217,217,217,217,CUST0218,66-69,0,85002-94285,twitter,Awareness,9971.77182484674,0.2931537005151318,0.14117133859706424,6,9.663667426006247,1.6383356738759574,69,0-1,6,5-9,3798,isConfid,isConfid,1
218,218,218,218,218,CUST0219,66-69,1,38582-47865,google,Retention,3159.9046108109133,0.09538288006281073,0.16191534178664463,41,3.2244174309386446,2.807445638819364,13,6-7,0,0-4,2072,isConfid,isConfid,1
219,219,219,219,219,CUST0220,26-29,0,140706-149989,baidu,Conversion,5349.980031906886,0.15436316726959232,0.046589473201876466,36,2.5599876531111,7.0867221568223915,5,18-19,2,0-4,3106,isConfid,isConfid,1
